000929268	*	es	es	014847151	|||	fre			DÍAZ Y RODRÍGUEZ, Manuel.		Sensaciones de viaje, etc. [electronic resource]		Paris, 1896.					lsidyv35d80aa7
001240677	*	de	de	014847240	|||	lat			FISCHER, Curt Theodor.		Untersuchungen auf dem Gebiet der alten Länder- und Völker-Kunde ... Hft. 1. De Hannonis Carthaginiensis periplo. [electronic resource]		Leipzig, 1893.					lsidyv35f9873c
002170116	*	es	es	014847579	|||	fre				Municipalidad (LIMA)	Memoria que presenta el Alcalde Municipal, D. M. Pardo, de los actos realizados por la municipalidad de 1862. [electronic resource]		Lima, 1863.					lsidyv35c18dbb
002453493	*	pt	pt	014847675	|||	spa			MELLO, Francisco de, Count de Ficalho.		Viagens de Pedro da Covilhan. [electronic resource]		Lisboa, 1898.			COVILHAN, Pedro da.		lsidyv35d8246c
002530614	*	fr	fr	014847712	|||	ita			Montaigne, Michel de, 1533-1592		Journal du voyage du [sic] M. de Montaigne en Italie par la Suisse e l'Allemagne en 1580 et 1581. Nouvelle édition avec des notes par le Prof. A. d'Ancona. (L'Italia alla fine del secolo XVI., etc.). [electronic resource]		Città di Castello, 1895.			ANCONA, Alessandro d'.		lsidyv35e36ddc
002567492	*	nl	nl	014847727	|||	eng			MOTZ, A. J. G. W. von.		Colorado uit een geographisch en huishoudkundig oogpunt beschouwd. Met Bijlage. [electronic resource]		Deventer, 1874.					lsidyv35f3e6f8
002631718	*	fr	fr	014847748	|||	eng					Notice sur la nouvelle-Calédonie et ses dépendances. [electronic resource]		Paris, 1866.					lsidyv35f3df96
002671220	*	de	de	014847762	|||	fre			NOROV, Avraam Sergyeevich.		Die Atlantis nach griechischen und arabischen Quellen ... Aus dem Russischen übersetzt. [electronic resource]		St. Petersburg, 1854.					lsidyv35df1dbc
002822766	*	es	es	014847826	|||	ita			PEREZ REOYO, Narciso.		Viaje á Egipto, Palestina y otros países del Oriente. [electronic resource]		Lugo, 1882, 83.					lsidyv35c76cbf -- lsidyv35c74173 -- lsidyv35c72c1a
002920738	*	pt	pt	014847850	|||	spa			PINHEIRO CORREIA DE MELO, Bernardo, Count de Arnoso.		Jornadas pelo mundo. I. Em caminho de Pekin. II. Em Pekin. [electronic resource]		Porto, 1895.					lsidyv35d83fa1
002931799	*	de	de	014847854	|||	ita			PLATNER, Ernst Zacharias, and UHRLICHS (Carl Ludwig)		Beschreibung Roms. Ein Auszug aus der Beschreibung der Stadt Rom ... Mit einem lithographirten Plane der Stadt. [electronic resource]		Stuttgart & Tübingen, 1845.			URLICHS, Carl Ludwig von.		lsidyv35e1e719
002978165	*	fr	fr	014847878	|||	spa				Statistická Komise (PRAGUE)	Rapport sur l'administration communale de la ville capitale de Prague et des communes-faubourgs de Karlín Smíchov, Vinohrady et Žižkov pour l'année 1895 ... par ... Joseph Erben, etc. [A table of contents for the Czech and German editions of the report.] [electronic resource]		Prague, 1898.					lsidyv35c182e1
003558237	*	it	it	014848107	|||	eng			Swinburne, Algernon Charles, 1837-1909		Siena. Traduzione di S. Menasci. (Estratto dal periodico Vita Nuova.). [electronic resource]		Firenze, 1890.			MENASCI, Salomone.		lsidyv35f4b5ff
003664689	*	fr	fr	014848148	|||	eng			TRAFFORD, François W. C.		Souvenir de l'Amphiorama, ou la vue du monde pendant son passage dans une comète. Tirage 1, 2. [electronic resource]		Zurich, 1880.					lsidyv35d3cc52
003827942	*	de	de	014848220	|||	eng			WAGNER, Hans Carl Hermann.		Die Kopien der Weltkarte des Museum Borgia, etc. (Nachrichten von der Königlichen Gesellschaft der Wissenschaften und der Georg-August-Universität zu Göttingen, 22. Juni. 1892.). [electronic resource]		[Göttingen], 1892.					lsidyv35d6e688 -- lsidyv35d6d0b5
003847876	*	nl	nl	014848232	|||	ita			WAP, Jan Jakobus Franciscus.		Mijne reis naar Rome in het voorjaar van 1837. [electronic resource]		Breda, 1838, 39.					lsidyv35e23ee3
