Print ID	Scan ID	DOM ID	ARK
000949835	014809190	lsidyv3af3a94e,lsidyv3af3b0e3	ark:/81055/vdc_00000004A59E,ark:/81055/vdc_00000004A5A4
000950368	014809191	lsidyv3c88062d	ark:/81055/vdc_00000005B74C
000950406	014809192	lsidyv3c8fa5d2	ark:/81055/vdc_00000005BC2C
000950906	014809193	lsidyv3ab852ea,lsidyv3ab862b7,lsidyv3ab8976e,lsidyv3b2d2db3,lsidyv3ab86e0c,lsidyv3ab88b86,lsidyv3ab8a39b,lsidyv3ab87994,lsidyv3ab8af68	ark:/81055/vdc_000000047676,ark:/81055/vdc_00000004767C,ark:/81055/vdc_00000004769A,ark:/81055/vdc_00000004CC0E,ark:/81055/vdc_000000047682,ark:/81055/vdc_000000047694,ark:/81055/vdc_0000000476A0,ark:/81055/vdc_000000047688,ark:/81055/vdc_0000000476A6
000951012	014809194	lsidyv3965a366	ark:/81055/vdc_00000003983A
000951025	014809195	lsidyv307d8b1a	ark:/81055/vdc_000000037B18
000951029	014809196	lsidyv3b717a56,lsidyv3b71836b,lsidyv3b718fa4	ark:/81055/vdc_00000004FE3C,ark:/81055/vdc_00000004FE42,ark:/81055/vdc_00000004FE48
000951030	014809197	lsidyv32d36da5	ark:/81055/vdc_000000038AEA
000951031	014809198	lsidyv39b42a8e	ark:/81055/vdc_00000003BEE0
000951039	014809199	lsidyv3965bda9	ark:/81055/vdc_000000039846
000951063	014809200	lsidyv3a37a5ae,lsidyv3a37b67e,lsidyv3a37be67	ark:/81055/vdc_00000004149C,ark:/81055/vdc_0000000414A2,ark:/81055/vdc_0000000414A8
000951084	014809201	lsidyv398f41c8	ark:/81055/vdc_00000003B10C
000951100	014809202	lsidyv32bd9d45	ark:/81055/vdc_000000037B1E
000951651	014809203	lsidyv3c4391bb	ark:/81055/vdc_000000058F1A
000951692	014809204	lsidyv3a51e75d	ark:/81055/vdc_00000004246E
000951888	014809205	lsidyv3c8c5c98	ark:/81055/vdc_00000005BA04
000951889	014809206	lsidyv39306baa	ark:/81055/vdc_000000036414
000951890	014809207	lsidyv3c595c46	ark:/81055/vdc_00000005A078
000952775	014809208	lsidyv3a610165	ark:/81055/vdc_0000000446B8
000953066	014809209	lsidyv3a150cef	ark:/81055/vdc_00000003FB76
000953103	014809210	lsidyv3c6010ac	ark:/81055/vdc_00000005A4FE
000953141	014809211	lsidyv3c129fde	ark:/81055/vdc_0000000566E8
000953168	014809212	lsidyv3a9b67e2	ark:/81055/vdc_0000000461A6
000953191	014809213	lsidyv38f63bea	ark:/81055/vdc_00000003457E
000953212	014809214	lsidyv3a2be4e9,lsidyv3a2bebca,lsidyv3a2bf272	ark:/81055/vdc_000000040D7C,ark:/81055/vdc_000000040D82,ark:/81055/vdc_000000040D88
000953360	014809215	lsidyv2b3448ae	ark:/81055/vdc_0000000008E8
000953596	014809216	lsidyv3394b0c2	ark:/81055/vdc_00000002CE80
000953641	014809217	lsidyv3990a319	ark:/81055/vdc_00000003B1E4
000953684	014809218	lsidyv390da1b7	ark:/81055/vdc_0000000351C6
000953689	014809219	lsidyv39310022	ark:/81055/vdc_00000003645C
000953690	014809220	lsidyv398d6230,lsidyv3979a526,lsidyv3979ad93	ark:/81055/vdc_00000003AFCE,ark:/81055/vdc_00000003A25A,ark:/81055/vdc_00000003A260
000953691	014809221	lsidyv3bc113ff,lsidyv3bc120e7	ark:/81055/vdc_000000053D66,ark:/81055/vdc_000000053D6C
000953692	014809222	lsidyv3bc1299d,lsidyv3bedfc8f	ark:/81055/vdc_000000053D72,ark:/81055/vdc_0000000554B8
000953698	014809223	lsidyv3bd9ea39,lsidyv3bd9f865,lsidyv3bda01c3,lsidyv3bda0f44	ark:/81055/vdc_000000054B70,ark:/81055/vdc_000000054B76,ark:/81055/vdc_000000054B7C,ark:/81055/vdc_000000054B82
000953699	014809224	lsidyv3bdabf20	ark:/81055/vdc_000000054C66
000953700	014809225	lsidyv3bda187e	ark:/81055/vdc_000000054B88
000953701	014809226	lsidyv3c18b7b3,lsidyv3c1bf129	ark:/81055/vdc_000000056B80,ark:/81055/vdc_000000056DA8
000953707	014809227	lsidyv3c5346d3,lsidyv3c536471	ark:/81055/vdc_000000059C46,ark:/81055/vdc_000000059C52
000953709	014809228	lsidyv2b43df5e	ark:/81055/vdc_000000000C60
000953717	014809229	lsidyv3018b235	ark:/81055/vdc_00000000167A
000953718	014809230	lsidyv3018bb6e,lsidyv3018c4b6	ark:/81055/vdc_000000001680,ark:/81055/vdc_000000001686
000953720	014809231	lsidyv3014cfa7,lsidyv3014d91f	ark:/81055/vdc_0000000013B6,ark:/81055/vdc_0000000013BC
000953722	014809232	lsidyv3016a07b	ark:/81055/vdc_000000001506
000953740	014809233	lsidyv3b4d6422,lsidyv3b4d6b82,lsidyv3b4d732f	ark:/81055/vdc_00000004E648,ark:/81055/vdc_00000004E64E,ark:/81055/vdc_00000004E654
000953768	014809234	lsidyv349c8830	ark:/81055/vdc_000000030F00
000953877	014809235	lsidyv3dc10e1e,lsidyv3d802e57,lsidyv3e718305,lsidyv35d285aa,lsidyv3db1c168,lsidyv36294b58,lsidyv3dc127c5,lsidyv3dc13f08,lsidyv3dc87646,lsidyv3db7b61a	ark:/81055/vdc_00000000AC68,ark:/81055/vdc_000000007620,ark:/81055/vdc_00000005EEAE,ark:/81055/vdc_00000000761A,ark:/81055/vdc_000000009342,ark:/81055/vdc_00000000AC50,ark:/81055/vdc_00000000AC80,ark:/81055/vdc_00000000AC86,ark:/81055/vdc_00000000C246,ark:/81055/vdc_0000000099B4
000954382	014809236	lsidyv3a8b3a59,lsidyv3a5a364a,lsidyv3a9b0780	ark:/81055/vdc_0000000455EE,ark:/81055/vdc_0000000441D8,ark:/81055/vdc_00000004615E
000954927	014809237	lsidyv3c46d268	ark:/81055/vdc_000000059280
000954961	014809238	lsidyv3c9a2108,lsidyv3c9a2a05	ark:/81055/vdc_00000005C2F2,ark:/81055/vdc_00000005C2F8
000955089	014809239	lsidyv39443632	ark:/81055/vdc_000000036EB8
000955092	014809240	lsidyv2af4f383	ark:/81055/vdc_000000000486
000955126	014809241	lsidyv3927f928	ark:/81055/vdc_000000035EFE
000955178	014809242	lsidyv38eaeaa2	ark:/81055/vdc_000000033F1E
000955647	014809243	lsidyv3e6fc0c3	ark:/81055/vdc_00000005E39E
000956270	014809244	lsidyv3a5912c5,lsidyv3a591c76	ark:/81055/vdc_000000044100,ark:/81055/vdc_00000004410C
000956271	014809245	lsidyv341d17eb	ark:/81055/vdc_00000002D16E
000956281	014809246	lsidyv347361e7	ark:/81055/vdc_00000002F4DE
000956284	014809247	lsidyv3473bb88	ark:/81055/vdc_00000002F574
000956292	014809248	lsidyv34f1d881	ark:/81055/vdc_000000031722
000956297	014809249	lsidyv31779487	ark:/81055/vdc_000000038418
000956337	014809250	lsidyv3a9865b3	ark:/81055/vdc_000000045E22
000956354	014809251	lsidyv34735a8e	ark:/81055/vdc_00000002F4D8
000956475	014809252	lsidyv2c25dfc1	ark:/81055/vdc_0000000011E8
000956707	014809253	lsidyv3197cea9	ark:/81055/vdc_00000003880E
000957042	014809254	lsidyv3c1e0a8d	ark:/81055/vdc_000000056FF4
000957046	014809255	lsidyv3bcada36	ark:/81055/vdc_0000000543E4
000957050	014809256	lsidyv3c0c8b34	ark:/81055/vdc_000000056196
000957308	014809257	lsidyv3393ec8b	ark:/81055/vdc_00000002CDA8
000957321	014809258	lsidyv3cc59477	ark:/81055/vdc_00000005DF6C
000957475	014809259	lsidyv3bf8634d	ark:/81055/vdc_000000055B1E
000958065	014809260	lsidyv2c2a39ed	ark:/81055/vdc_000000001236
000958177	014809261	lsidyv301651b6	ark:/81055/vdc_0000000014CA
000958235	014809262	lsidyv3495e4ba	ark:/81055/vdc_000000030792
000958437	014809263	lsidyv3c8d2d78	ark:/81055/vdc_00000005BAA0
000958569	014809264	lsidyv35056af5,lsidyv350573da	ark:/81055/vdc_000000031C8C,ark:/81055/vdc_000000031C92
000958593	014809265	lsidyv3a537d61	ark:/81055/vdc_00000004315E
000958648	014809266	lsidyv346e322d,lsidyv2eb8c19d	ark:/81055/vdc_00000002ED52,ark:/81055/vdc_000000028CB6
000958662	014809267	lsidyv345a4b5f,lsidyv345ab2de,lsidyv345a572e,lsidyv338e9f66,lsidyv345a4115,lsidyv345a8f48,lsidyv345a8363,lsidyv345a619e,lsidyv345a7809,lsidyv345a9a61,lsidyv345a6c03,lsidyv345aa8cd	ark:/81055/vdc_00000002DED0,ark:/81055/vdc_00000002DF18,ark:/81055/vdc_00000002DED6,ark:/81055/vdc_00000002C6E8,ark:/81055/vdc_00000002DECA,ark:/81055/vdc_00000002DEFA,ark:/81055/vdc_00000002DEF4,ark:/81055/vdc_00000002DEDC,ark:/81055/vdc_00000002DEEE,ark:/81055/vdc_00000002DF00,ark:/81055/vdc_00000002DEE2,ark:/81055/vdc_00000002DF12
000958665	014809268	lsidyv315e0283	ark:/81055/vdc_000000043158
000960252	014809269	lsidyv34270012	ark:/81055/vdc_00000002D9E4
000960488	014809270	lsidyv3c3af956,lsidyv3c3affe3	ark:/81055/vdc_0000000585A2,ark:/81055/vdc_0000000585AE
000960687	014809271	lsidyv3b3a0281	ark:/81055/vdc_00000004D64C
000960740	014809272	lsidyv3abc1f40	ark:/81055/vdc_000000047A90
000962893	014809273	lsidyv3cc531b7	ark:/81055/vdc_00000005DEF4
000962896	014809274	lsidyv2aefbde3	ark:/81055/vdc_0000000003AE
000962909	014809275	lsidyv2b3762d5	ark:/81055/vdc_000000000A62
000962940	014809276	lsidyv349190f9	ark:/81055/vdc_00000002FFDC
000962962	014809277	lsidyv3cdb08c9	ark:/81055/vdc_00000005E6F8
000964235	014809278	lsidyv3a222a83	ark:/81055/vdc_0000000405C6
000964236	014809279	lsidyv3428dd04	ark:/81055/vdc_00000002DB7C
000964257	014809280	lsidyv3a9e9e20,lsidyv3a9ea519	ark:/81055/vdc_0000000464BE,ark:/81055/vdc_0000000464C4
000964259	014809281	lsidyv39fbe8ac	ark:/81055/vdc_00000003E7FC
000964260	014809282	lsidyv3546548d	ark:/81055/vdc_000000033432
000964436	014809283	lsidyv3470da8a	ark:/81055/vdc_00000002F0B8
000965259	014809284	lsidyv30158875	ark:/81055/vdc_000000001434
000965567	014809285	lsidyv3c39b08b	ark:/81055/vdc_00000005845E
000965568	014809286	lsidyv3c3b2302	ark:/81055/vdc_0000000585C6
000965589	014809287	lsidyv3bebaf7b	ark:/81055/vdc_0000000552BA
000965904	014809288	lsidyv3b9a5da7	ark:/81055/vdc_000000052ACA
000966047	014809289	lsidyv3cb80e91	ark:/81055/vdc_00000005D5BE
000966598	014809290	lsidyv3a441724	ark:/81055/vdc_000000041ADE
000966601	014809291	lsidyv2af636ca,lsidyv3bb1346b	ark:/81055/vdc_000000051990,ark:/81055/vdc_000000053358
000966606	014809292	lsidyv3aab2a25	ark:/81055/vdc_000000046EDE
000966724	014809293	lsidyv3c089817	ark:/81055/vdc_000000055ED2
000966821	014809294	lsidyv3a309932	ark:/81055/vdc_000000041136
000967039	014809295	lsidyv3c3acec6	ark:/81055/vdc_00000005856C
000967051	014809296	lsidyv39ebbf19	ark:/81055/vdc_00000003DB0C
000967055	014809297	lsidyv3a17492f	ark:/81055/vdc_00000003FD38
000967059	014809298	lsidyv3a8bae6f	ark:/81055/vdc_00000004565A
000967060	014809299	lsidyv3a5abbd1	ark:/81055/vdc_00000004423E
000967076	014809300	lsidyv3ac05257	ark:/81055/vdc_00000004813E
000967078	014809301	lsidyv3a1df5f4	ark:/81055/vdc_00000004027E
000967098	014809302	lsidyv3aed6080	ark:/81055/vdc_00000004A094
000967162	014809303	lsidyv3bf00f89,lsidyv3097d596,lsidyv315194e5,lsidyv3e66890c	ark:/81055/vdc_00000005563E,ark:/81055/vdc_000000052452,ark:/81055/vdc_000000052458,ark:/81055/vdc_0000000560D6
000967555	014809304	lsidyv3990d451	ark:/81055/vdc_00000003B20E
000967634	014809305	lsidyv3c522eae,lsidyv392de7ca	ark:/81055/vdc_000000059BB0,ark:/81055/vdc_0000000362D0
000967698	014809306	lsidyv39a39a51	ark:/81055/vdc_00000003B54A
000968139	014809307	lsidyv3c14ca4b	ark:/81055/vdc_00000005681A
000968596	014809308	lsidyv3c7ff602	ark:/81055/vdc_00000005B48E
000969215	014809309	lsidyv3984891a,lsidyv39849067,lsidyv396cc325	ark:/81055/vdc_00000003A908,ark:/81055/vdc_00000003A90E,ark:/81055/vdc_000000039CF0
000969525	014809310	lsidyv3adcb529	ark:/81055/vdc_0000000493EC
000969527	014809311	lsidyv3abc6f09,lsidyv3abc7602	ark:/81055/vdc_000000047AD8,ark:/81055/vdc_000000047ADE
000970313	014809312	lsidyv39d96789	ark:/81055/vdc_00000003CD9E
000970512	014809313	lsidyv353c2102	ark:/81055/vdc_000000032D30
000970519	014809314	lsidyv3a97926a,lsidyv3472a838	ark:/81055/vdc_000000045D02,ark:/81055/vdc_00000002F394
000972062	014809315	lsidyv3ac8a71d,lsidyv3ac8b2ca	ark:/81055/vdc_000000048684,ark:/81055/vdc_00000004868A
000972356	014809316	lsidyv38e1715d	ark:/81055/vdc_000000033768
000972365	014809317	lsidyv3b96a711,lsidyv3b96ae7e,lsidyv3b96b680	ark:/81055/vdc_00000005169C,ark:/81055/vdc_0000000516A2,ark:/81055/vdc_0000000516A8
000972366	014809318	lsidyv38e8aa4e	ark:/81055/vdc_000000033D7A
000972371	014809319	lsidyv3a243479	ark:/81055/vdc_000000040746
000972374	014809320	lsidyv39cf848b	ark:/81055/vdc_00000003C8A0
000972376	014809321	lsidyv3a67dca3	ark:/81055/vdc_000000044B6E
000972377	014809322	lsidyv3aedc014	ark:/81055/vdc_00000004A0DC
000972383	014809323	lsidyv3b3cd578,lsidyv3b3cdd0b,lsidyv3b3ce404	ark:/81055/vdc_00000004D850,ark:/81055/vdc_00000004D856,ark:/81055/vdc_00000004D85C
000972386	014809324	lsidyv39aaed36	ark:/81055/vdc_00000003BA72
000972397	014809325	lsidyv31975415,lsidyv31978cfe	ark:/81055/vdc_000000043A82,ark:/81055/vdc_000000043A88
000972398	014809326	lsidyv3a2e3804	ark:/81055/vdc_000000040F4A
000972410	014809327	lsidyv3b4356cf,lsidyv3b625715,lsidyv3b435df8	ark:/81055/vdc_00000004DDD2,ark:/81055/vdc_00000004F3BC,ark:/81055/vdc_00000004DDD8
000972413	014809328	lsidyv3adec05e	ark:/81055/vdc_00000004958A
000972416	014809329	lsidyv3a630eb3	ark:/81055/vdc_000000044814
000972420	014809330	lsidyv3b2d4bab	ark:/81055/vdc_00000004CC26
000972421	014809331	lsidyv39c4d499	ark:/81055/vdc_00000003C678
000972424	014809332	lsidyv3a67c72e	ark:/81055/vdc_000000044B62
000972427	014809333	lsidyv3aa43a14	ark:/81055/vdc_0000000469CE
000972521	014809334	lsidyv3aa3f546	ark:/81055/vdc_00000004699E
000972523	014809335	lsidyv39eb8595	ark:/81055/vdc_00000003DAE2
000972528	014809336	lsidyv398dde73	ark:/81055/vdc_00000003B02E
000972529	014809337	lsidyv30810331	ark:/81055/vdc_000000042F30
000972532	014809338	lsidyv3a24b678	ark:/81055/vdc_0000000407A6
000972536	014809339	lsidyv3a61faf8	ark:/81055/vdc_000000044766
000972603	014809340	lsidyv3c89f0cb	ark:/81055/vdc_00000005B896
000972690	014809341	lsidyv3bcff667	ark:/81055/vdc_00000005459A
000973034	014809342	lsidyv3ab63a2b	ark:/81055/vdc_0000000474D2
000973152	014809343	lsidyv3084542b	ark:/81055/vdc_000000037C20
000973262	014809344	lsidyv394466b1,lsidyv3471c3ef	ark:/81055/vdc_000000036EF4,ark:/81055/vdc_00000002F1B4
000973283	014809345	lsidyv3ab34830	ark:/81055/vdc_0000000472AA
000973285	014809346	lsidyv3abd7795	ark:/81055/vdc_000000047B98
000973288	014809347	lsidyv3c75f7c4	ark:/81055/vdc_00000005B2B4
000973293	014809348	lsidyv3b666e51,lsidyv3b664671,lsidyv3b665092	ark:/81055/vdc_00000004F66E,ark:/81055/vdc_00000004F650,ark:/81055/vdc_00000004F656
000973441	014809349	lsidyv3b271c01,lsidyv3b2bb25e,lsidyv3b1d6a36	ark:/81055/vdc_00000004C6FE,ark:/81055/vdc_00000004CAE2,ark:/81055/vdc_00000004BEE8
000973442	014809350	lsidyv3967973e,lsidyv396da3c0,lsidyv396dabd0	ark:/81055/vdc_00000003996C,ark:/81055/vdc_000000039D7A,ark:/81055/vdc_000000039D80
000973444	014809351	lsidyv3b8de7db,lsidyv3b8defb8,lsidyv3b8df76e	ark:/81055/vdc_000000050F8E,ark:/81055/vdc_000000050F94,ark:/81055/vdc_000000050F9A
000973604	014809352	lsidyv30a30c6a,lsidyv3921a1b1	ark:/81055/vdc_000000052602,ark:/81055/vdc_000000035B0E
000973605	014809353	lsidyv393dfa65,lsidyv3c56957e	ark:/81055/vdc_000000036900,ark:/81055/vdc_000000059EAA
000973694	014809354	lsidyv3b21f809,lsidyv3b220607	ark:/81055/vdc_00000004C2B4,ark:/81055/vdc_00000004C2C0
000973948	014809355	lsidyv3544d117	ark:/81055/vdc_000000033330
000974114	014809356	lsidyv3917fc64	ark:/81055/vdc_00000003560A
000974200	014809357	lsidyv3a3fcad8	ark:/81055/vdc_000000041844
000974203	014809358	lsidyv3a29136d	ark:/81055/vdc_000000040B4E
000974218	014809359	lsidyv3c9a3cc6	ark:/81055/vdc_00000005C304
000974356	014809360	lsidyv354762e6	ark:/81055/vdc_0000000334EC
000975182	014809361	lsidyv3954b18d,lsidyv396eb524	ark:/81055/vdc_000000038D78,ark:/81055/vdc_000000039E22
000975374	014809362	lsidyv2b017e24	ark:/81055/vdc_0000000005FA
000975453	014809363	lsidyv345cdc77	ark:/81055/vdc_00000002E248
000975705	014809364	lsidyv30148037,lsidyv30148f4f	ark:/81055/vdc_000000001392,ark:/81055/vdc_000000001398
000975775	014809365	lsidyv3c39992f	ark:/81055/vdc_000000058440
000975844	014809366	lsidyv347032ab	ark:/81055/vdc_00000002EF7A
000976022	014809367	lsidyv316f57cf,lsidyv3b797496,lsidyv3952dd39	ark:/81055/vdc_000000038346,ark:/81055/vdc_0000000503B8,ark:/81055/vdc_000000038340
000976087	014809368	lsidyv3a062ec8	ark:/81055/vdc_00000003EFF4
000976088	014809369	lsidyv308e7172	ark:/81055/vdc_0000000430E6
000976089	014809370	lsidyv3bbca3ea	ark:/81055/vdc_000000053A48
000976090	014809371	lsidyv3c1463d0	ark:/81055/vdc_0000000567C0
000976092	014809372	lsidyv3a47af0d	ark:/81055/vdc_000000041D54
000976111	014809373	lsidyv3948b6d4	ark:/81055/vdc_0000000371AC
000976228	014809374	lsidyv3b340cdb,lsidyv3b3412a5,lsidyv3b34187e	ark:/81055/vdc_00000004D1CC,ark:/81055/vdc_00000004D1D2,ark:/81055/vdc_00000004D1D8
000976230	014809375	lsidyv3ae1b331	ark:/81055/vdc_000000049800
000976231	014809376	lsidyv3abc8c6d	ark:/81055/vdc_000000047AF6
000976232	014809377	lsidyv3a52a3ef,lsidyv314ae6e8	ark:/81055/vdc_000000042DDA,ark:/81055/vdc_000000042DE0
000976237	014809378	lsidyv39581eb6,lsidyv397449ef,lsidyv39745067	ark:/81055/vdc_000000038FDC,ark:/81055/vdc_000000039F60,ark:/81055/vdc_000000039F66
000976245	014809379	lsidyv39cf5ba4	ark:/81055/vdc_00000003C88E
000976246	014809380	lsidyv39edfb53	ark:/81055/vdc_00000003DC86
000976251	014809381	lsidyv3b8abde4,lsidyv3b8ab791,lsidyv3b8ac55a	ark:/81055/vdc_000000050CEE,ark:/81055/vdc_000000050CE8,ark:/81055/vdc_000000050CF4
000976253	014809382	lsidyv3b135b84,lsidyv3b777d02,lsidyv3b778339	ark:/81055/vdc_00000004BD68,ark:/81055/vdc_000000050238,ark:/81055/vdc_00000005023E
000976254	014809383	lsidyv3b705291,lsidyv3cc96f95,lsidyv3b7060ac	ark:/81055/vdc_00000004FD76,ark:/81055/vdc_00000005E1A6,ark:/81055/vdc_00000004FD7C
000976297	014809384	lsidyv3493bf6d	ark:/81055/vdc_000000030336
000976396	014809385	lsidyv3a953637	ark:/81055/vdc_000000045AE0
000976404	014809386	lsidyv3a1ae3a6	ark:/81055/vdc_000000040038
000976405	014809387	lsidyv3a49a741	ark:/81055/vdc_000000041E1A
000976473	014809388	lsidyv3cc93d36,lsidyv3cbc3ddd	ark:/81055/vdc_00000005E17C,ark:/81055/vdc_00000005D894
000976474	014809389	lsidyv3ca9bd3d	ark:/81055/vdc_00000005CC46
000976475	014809390	lsidyv38f68633	ark:/81055/vdc_0000000345D8
000976519	014809391	lsidyv346a3289	ark:/81055/vdc_00000002EA16
000976607	014809392	lsidyv3bf94e8b	ark:/81055/vdc_000000055B60
000976626	014809393	lsidyv38e726f9	ark:/81055/vdc_000000033C48
000976686	014809394	lsidyv3969d6bf	ark:/81055/vdc_000000039B0A
000976809	014809395	lsidyv3e6bcfac	ark:/81055/vdc_00000005C1D2
000976863	014809396	lsidyv345adf6d	ark:/81055/vdc_00000002DF36
000976984	014809397	lsidyv338d911d	ark:/81055/vdc_00000002C57A
000977224	014809398	lsidyv3bed4f82	ark:/81055/vdc_00000005541C
000977426	014809399	lsidyv3a672610	ark:/81055/vdc_000000044AFC
000977457	014809400	lsidyv3af8f0c9	ark:/81055/vdc_00000004A89E
000977479	014809401	lsidyv3b2d6f46	ark:/81055/vdc_00000004CC50
000977480	014809402	lsidyv3ae15f28	ark:/81055/vdc_0000000497B8
000977499	014809403	lsidyv3ae0f5cb	ark:/81055/vdc_000000049764
000977501	014809404	lsidyv3980805b	ark:/81055/vdc_00000003A650
000977511	014809405	lsidyv316666e0	ark:/81055/vdc_000000043344
000977577	014809406	lsidyv3af941e4	ark:/81055/vdc_00000004A8D4
000977586	014809407	lsidyv3ad49f54	ark:/81055/vdc_000000048DB0
000977587	014809408	lsidyv3aa827f8	ark:/81055/vdc_000000046CAA
000977588	014809409	lsidyv39e2b643	ark:/81055/vdc_00000003D404
000977595	014809410	lsidyv3a1554da	ark:/81055/vdc_00000003FBAC
000977616	014809411	lsidyv38ea704c	ark:/81055/vdc_000000033ED6
000977617	014809412	lsidyv3a8b1032	ark:/81055/vdc_0000000455D0
000977633	014809413	lsidyv3a1a27e1	ark:/81055/vdc_00000003FFA2
000977649	014809414	lsidyv3a0821b8	ark:/81055/vdc_00000003F168
000977669	014809415	lsidyv3a3c0ad6	ark:/81055/vdc_000000041694
000977688	014809416	lsidyv3a068772	ark:/81055/vdc_00000003F036
000977698	014809417	lsidyv39ecf58d	ark:/81055/vdc_00000003DC02
000977723	014809418	lsidyv3b8e3d4e,lsidyv3b8e48f8,lsidyv3b8e50ae	ark:/81055/vdc_000000050FCA,ark:/81055/vdc_000000050FD0,ark:/81055/vdc_000000050FD6
000977964	014809419	lsidyv3a9c6940	ark:/81055/vdc_0000000462A2
000977994	014809420	lsidyv3c3b78a1	ark:/81055/vdc_00000005861A
000978807	014809421	lsidyv3adf3d22	ark:/81055/vdc_0000000495F0
000979337	014809422	lsidyv316bef75	ark:/81055/vdc_0000000382E6
000979454	014809423	lsidyv342404c8	ark:/81055/vdc_00000002D6E4
000979613	014809424	lsidyv33962d3b	ark:/81055/vdc_00000002D054
000980265	014809425	lsidyv353f052f	ark:/81055/vdc_000000032F64
000980620	014809426	lsidyv35405c87	ark:/81055/vdc_000000033054
000980621	014809427	lsidyv3a9fa9e8	ark:/81055/vdc_00000004657E
000980631	014809428	lsidyv3b1f9e40	ark:/81055/vdc_00000004C0C8
000980637	014809429	lsidyv3ba09c56	ark:/81055/vdc_000000053028
000980639	014809430	lsidyv3c58e1a3	ark:/81055/vdc_00000005A02A
000980640	014809431	lsidyv3c58ea70	ark:/81055/vdc_00000005A030
000980641	014809432	lsidyv3c56bbe7	ark:/81055/vdc_000000059EBC
000980677	014809433	lsidyv39fe47b4	ark:/81055/vdc_00000003E9C4
000980679	014809434	lsidyv30b5eed2	ark:/81055/vdc_000000052872
000980841	014809435	lsidyv3d9181bb	ark:/81055/vdc_00000003E3B2
000980869	014809436	lsidyv3470ccd2	ark:/81055/vdc_00000002F094
000980873	014809437	lsidyv3ad4aa0d	ark:/81055/vdc_000000048DB6
000980895	014809438	lsidyv3b3d5f81,lsidyv3b3d6774,lsidyv3b3d6f2d	ark:/81055/vdc_00000004D8C8,ark:/81055/vdc_00000004D8CE,ark:/81055/vdc_00000004D8D4
000982522	014809439	lsidyv3540ec92	ark:/81055/vdc_0000000330A8
000982525	014809440	lsidyv3c5251cc	ark:/81055/vdc_000000059BC2
000982527	014809441	lsidyv3c68d4ab	ark:/81055/vdc_00000005AA92
000982794	014809442	lsidyv3a102ab8,lsidyv3a1039be,lsidyv3a10413b	ark:/81055/vdc_00000003F798,ark:/81055/vdc_00000003F7A4,ark:/81055/vdc_00000003F7AA
000982795	014809443	lsidyv3b629118,lsidyv3b627f84,lsidyv3b62976a	ark:/81055/vdc_00000004F3E0,ark:/81055/vdc_00000004F3D4,ark:/81055/vdc_00000004F3E6
000982797	014809444	lsidyv3af5072f,lsidyv3af50d50,lsidyv3af513b0	ark:/81055/vdc_00000004A6BE,ark:/81055/vdc_00000004A6C4,ark:/81055/vdc_00000004A6CA
000983863	014809445	lsidyv3030ae19	ark:/81055/vdc_00000003779A
000984339	014809446	lsidyv3391e0f2	ark:/81055/vdc_00000002CBB0
000984950	014809447	lsidyv398cb785	ark:/81055/vdc_00000003AF4A
000985849	014809448	lsidyv3c0f3758	ark:/81055/vdc_000000056424
000986143	014809449	lsidyv3cbe5011	ark:/81055/vdc_00000005D9B4
000986191	014809450	lsidyv3a103145	ark:/81055/vdc_00000003F79E
000986192	014809451	lsidyv3a3f45fc	ark:/81055/vdc_000000041802
000986277	014809452	lsidyv3c732e96	ark:/81055/vdc_00000005B104
000986278	014809453	lsidyv3cc88d7e	ark:/81055/vdc_00000005E128
000986597	014809454	lsidyv3395da10	ark:/81055/vdc_00000002CFDC
000986720	014809455	lsidyv34223f99	ark:/81055/vdc_00000002D4DA
000986895	014809456	lsidyv3b7e9647,lsidyv3b7ea7c4,lsidyv3b7eb055	ark:/81055/vdc_000000050796,ark:/81055/vdc_0000000507A2,ark:/81055/vdc_0000000507A8
000986903	014809457	lsidyv3b0f7aaa,lsidyv3b0f81d3,lsidyv3b0f8850	ark:/81055/vdc_00000004BA5C,ark:/81055/vdc_00000004BA62,ark:/81055/vdc_00000004BA68
000986904	014809458	lsidyv3b577112,lsidyv3b57ad7a,lsidyv3b57b54b	ark:/81055/vdc_00000004EDB6,ark:/81055/vdc_00000004EDE6,ark:/81055/vdc_00000004EDEC
000986905	014809459	lsidyv3aaabf48	ark:/81055/vdc_000000046E96
000986909	014809460	lsidyv3ab321ed,lsidyv3ab32bb6	ark:/81055/vdc_000000047292,ark:/81055/vdc_000000047298
000986912	014809461	lsidyv3b2fcaa8,lsidyv3b2fd1ad	ark:/81055/vdc_00000004CE42,ark:/81055/vdc_00000004CE48
000987403	014809462	lsidyv2b04db23	ark:/81055/vdc_0000000006B4
